セクション,セクション_ja,項目,項目_ja,2026年モデル 改良版 1.6L MT 標準軸 快適型 5人乗り,2026年モデル 改良版 1.6L MT 標準軸 快適型 7人乗り,2026年モデル 改良版 1.6L MT 標準軸 豪華型 7人乗り,2026年モデル 改良版 1.6L MT 標準軸 中級営業用 7人乗り,2026年モデル 改良版 1.6L MT 標準軸 中級営業用 8人乗り,2026年モデル 改良版 1.6L MT ロング軸 快適型 5人乗り,2026年モデル 改良版 1.6L MT ロング軸 快適型 7人乗り,2026年モデル 改良版 2.0L MT 標準軸 豪華型 7人乗り,2026年モデル 2.0L MT ロング軸 快適型 7人乗り CNG,2026年モデル 2.0L MT ロング軸 エリート版 7人乗り CNG,2026年モデル 2.0L MT ロング軸 エリート版 9人乗り CNG,2026年モデル 2.0L ロング軸 中級営業用 快適版 7人乗り CNG,2026年モデル 2.0L ロング軸 中級営業用 快適版 8人乗り CNG,2026年モデル 2.0L ロング軸 中級営業用 快適版 9人乗り CNG,2026年モデル 2.0L AT ロング軸 新年版 7人乗り,2026年モデル 2.0L AT ロング軸 新年版 9人乗り,2026年モデル 2.0L キャンピングカー 美途版 5人乗り,2026年モデル 2.0L キャンピングカー 軽旅版 5人乗り,2026年モデル 改良版 2.0L AT ロング軸 豪華型 7人乗り,2026年モデル 改良版 2.0L AT ロング軸 豪華型 9人乗り,2026年モデル 改良版 2.0L AT ロング軸 フラッグシップ型 7人乗り,2026年モデル 改良版 2.0L AT ロング軸 フラッグシップ型 9人乗り,2026年モデル 改良版 2.0L AT ロング軸 中級営業用 7人乗り,2026年モデル 改良版 2.0L AT ロング軸 中級営業用 9人乗り,2026年モデル 改良版 2.0L MT ロング軸 基本型 ブラインドウィンドウ版 2人乗り,2026年モデル 改良版 2.0L MT ロング軸 快適型 7人乗り,2026年モデル 改良版 2.0L MT ロング軸 豪華型 7人乗り,2026年モデル 改良版 2.0L MT ロング軸 豪華型 9人乗り,2026年モデル 改良版 2.0L MT ロング軸 中級営業用 7人乗り,2026年モデル 改良版 2.0L MT ロング軸 中級営業用 8人乗り,2026年モデル 改良版 2.0L MT ロング軸 中級営業用 9人乗り,2026年モデル 2.0L AT ロング軸 豪華型 7人乗り,2026年モデル 2.0L AT ロング軸 豪華型 9人乗り,2026年モデル 2.0L AT ロング軸 フラッグシップ型 7人乗り,2026年モデル 2.0L AT ロング軸 フラッグシップ型 9人乗り,2026年モデル 2.0L AT ロング軸 中級営業用 7人乗り,2026年モデル 2.0L AT ロング軸 中級営業用 9人乗り,2026年モデル 1.6L MT 標準軸 快適型 5人乗り,2026年モデル 1.6L MT 標準軸 快適型 7人乗り,2026年モデル 1.6L MT 標準軸 豪華型 7人乗り,2026年モデル 1.6L MT 標準軸 中級営業用 7人乗り,2026年モデル 1.6L MT 標準軸 中級営業用 8人乗り,2026年モデル 2.0L MT 標準軸 豪華型 7人乗り,2026年モデル 1.6L MT ロング軸 快適型 5人乗り,2026年モデル 1.6L MT ロング軸 快適型 7人乗り,2026年モデル 2.0L MT ロング軸 基本型 ブラインドウィンドウ版 2人乗り,2026年モデル 2.0L MT ロング軸 快適型 7人乗り,2026年モデル 2.0L MT ロング軸 豪華型 7人乗り,2026年モデル 2.0L MT ロング軸 豪華型 9人乗り,2026年モデル 2.0L MT ロング軸 中級営業用 7人乗り,2026年モデル 2.0L MT ロング軸 中級営業用 8人乗り,2026年モデル 2.0L MT ロング軸 中級営業用 9人乗り,2025年モデル 2.0L CNG 基本版 2人乗り,2025年モデル 2.0L CNG 快適型 6人乗り,2025年モデル 2.0L CNG 快適型 7人乗り,2025年モデル 2.0L CNG エリート版 7人乗り,2025年モデル 2.0L CNG エリート版 9人乗り,2025年モデル 2.0L CNG 中級営業用 快適版 7人乗り,2025年モデル 2.0L CNG 中級営業用 快適版 8人乗り,2025年モデル 2.0L CNG 中級営業用 快適版 9人乗り,2025年モデル 2.0L CNG 中級営業用ラグジュアリー 7人乗り,2025年モデル 2.0L CNG 中級営業用ラグジュアリー 9人乗り,2025年モデル 2.0L CNG 上級営業用ラグジュアリー 7人乗り,2025年モデル 2.0L CNG 上級営業用ラグジュアリー 9人乗り,2025年モデル 1.6L MT 標準軸 快適タイプ 5人乗り,2025年モデル 1.6L MT 標準軸 ラグジュアリー 7人乗り,2025年モデル 1.6L MT 標準軸 中級営業用 7人乗り,2025年モデル 1.6L MT 標準軸 中級営業用 8人乗り,2025年モデル 2.0L MT 標準軸 ラグジュアリー 7人乗り,2025年モデル 2.0L MT 標準軸 中級営業用 7人乗り,2025年モデル 2.0L MT 標準軸 中級営業用 8人乗り,2025年モデル 1.6L MT ロング軸 快適タイプ 5人乗り,2025年モデル 1.6L MT ロング軸 快適タイプ 6・7人乗り,2025年モデル 2.0L MT ロング軸 ブラインドウィンドウ 基本タイプ 2人乗り,2025年モデル 2.0L MT ロング軸 快適タイプ 6・7人乗り,2025年モデル 2.0L MT ロング軸 ラグジュアリー 7人乗り,2025年モデル 2.0L MT ロング軸 ラグジュアリー 9人乗り,2025年モデル 2.0L MT ロング軸 中級営業用 7人乗り,2025年モデル 2.0L MT ロング軸 中級営業用 8・9人乗り,2025年モデル 2.0L AT ロング軸 ラグジュアリー 7人乗り,2025年モデル 2.0L AT ロング軸 ラグジュアリー 9人乗り,2025年モデル 2.0L AT ロング軸 フラッグシップ 7人乗り,2025年モデル 2.0L AT ロング軸 フラッグシップ 9人乗り,2025年モデル 2.0L AT ロング軸 中級営業用 7人乗り,2025年モデル 2.0L AT ロング軸 中級営業用 9人乗り,2025年モデル 2.0L AT ロング軸 上級営業用 7人乗り,2025年モデル 2.0L AT ロング軸 上級営業用 9人乗り,2025年モデル 2.0L AT ロング軸 プレミアム 7人乗り,2025年モデル 2.0L CNG 上級営業用 プレミアム 7人乗り,2024年モデル 1.6L ロング軸 創富タイプ 6人乗り,2024年モデル 1.6L ロング軸 創富タイプ 7人乗り,2024年モデル 1.6L ロング軸 創享タイプ 9人乗り,2024年モデル 2.0L ロング軸 創富タイプ 7人乗り,2024年モデル 1.6L ロング軸 ラグジュアリー営業用 9人乗り,2024年モデル 2.0L ロング軸 中級営業用 7人乗り,2024年モデル 2.0L ロング軸 中級営業用 9人乗り,2024年モデル 2.0L ロング軸 プレミアム 7人乗り,2023年モデル 1.6L 標準軸 創富タイプ 7人乗り,2023年モデル 2.0L ロング軸 行政仕様 7人乗り,2023年モデル 2.0L ロング軸 行政仕様 9人乗り,2023年モデル 1.6L ロング軸 配車アプリ専用カスタム 7人乗り,2023年モデル 2.0L ロング軸 配車アプリ専用カスタム 7人乗り,2023年モデル 2.0L CNG ロング軸 ラグジュアリー営業用 9人乗り 連結シート
座椅配置,シート装備,座椅材质,シート素材,● ファブリック,● ファブリック,● 合成皮革,● ファブリック,● 合成皮革,● ファブリック,● ファブリック,● 合成皮革,● ファブリック,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● ファブリック,● ファブリック,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● ファブリック,● ファブリック,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● ファブリック,● ファブリック,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● ファブリック,● ファブリック,● ファブリック,● ファブリック,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● ファブリック,● ファブリック,● ファブリック,● ファブリック,● ファブリック,● ファブリック,● ファブリック,● ファブリック,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● ファブリック,● 合成皮革,● ファブリック,● ファブリック,● 合成皮革,● ファブリック,● ファブリック,● ファブリック,● ファブリック,● ファブリック,● ファブリック,● 合成皮革,● 合成皮革,● ファブリック,● ファブリック,● ファブリック,● ファブリック,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● 合成皮革,● ファブリック,● ファブリック,● ファブリック,● ファブリック,● 合成皮革,● 合成皮革,● 合成皮革,● ファブリック,● ファブリック,● 合成皮革,● 合成皮革,● ファブリック,● ファブリック,● 合成皮革
座椅配置,シート装備,主座椅调节方式,運転席シート調整方式,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調整
● 背もたれ調整","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）","● 前後調節
● リクライニング調節
● 高さ調節（2方向）"
座椅配置,シート装備,副座椅调节方式,助手席シート調整方式,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整",● リクライニング調節,● リクライニング調節,"● 前後調整
● 背もたれ調整",● リクライニング調節,● リクライニング調節,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整"
座椅配置,シート装備,主/副驾驶座电动调节,運転席/助手席電動調整,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,運転席 ● / 助手席,運転席 ● / 助手席,運転席 ● / 助手席,運転席 ● / 助手席,-,-,-,-,-,-,-,-,-,運転席 ● / 助手席,運転席 ● / 助手席,運転席 ● / 助手席,運転席 ● / 助手席,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,運転席 ● / 助手席,運転席 ● / 助手席,運転席 ● / 助手席,運転席 ● / 助手席,運転席 ● / 助手席,運転席 ● / 助手席,-,-,-,-,-,-,-,運転席 ● / 助手席,運転席 ● / 助手席,-,-,-,-,-,-,-
座椅配置,シート装備,前排座椅功能,フロントシート機能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅配置,シート装備,电动座椅记忆功能,電動シートメモリー機能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅配置,シート装備,副驾驶位后排可调节按钮,助手席後部調整ボタン,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅配置,シート装備,第二排座椅调节,2列目シート調整,-,● リクライニング調節,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整",-,-,-,"● 前後調整
● 背もたれ調整",-,"● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整",-,● リクライニング調節,"● 前後調整
● 背もたれ調整",● 前後調節,-,-,"● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整",● リクライニング調節,-,-,"● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整",-,● リクライニング調節,"● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整",● リクライニング調節,-,● リクライニング調節,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整",-,"● 前後調整
● 背もたれ調整",-,-,-,-,"● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整",-,● リクライニング調節,-,● リクライニング調節,● リクライニング調節,"● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整",-,-,"● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整",● リクライニング調節,-,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整",● 前後調節,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整",● リクライニング調節,-,● リクライニング調節,-,● リクライニング調節,"● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整",● リクライニング調節,● リクライニング調節,● リクライニング調節,● リクライニング調節,"● 前後調整
● 背もたれ調整","● 前後調整
● 背もたれ調整",● リクライニング調節,"● 前後調整
● 背もたれ調整",-,● 前後調節,● 前後調節,● 前後調節,● 前後調節,● 前後調節
座椅配置,シート装備,第二排独立座椅,2列目独立シート,-,-,●,●,-,-,-,●,-,●,-,●,-,-,●,-,-,-,●,-,●,●,●,-,-,-,●,-,●,-,-,●,-,●,●,●,-,-,-,●,●,-,●,-,-,-,-,●,-,●,-,-,-,-,-,-,-,●,-,-,●,-,●,-,-,●,●,-,●,●,-,-,-,-,-,●,-,●,-,●,-,●,●,●,-,●,-,●,●,-,-,-,-,○,-,-,●,-,●,●,●,●,-
座椅配置,シート装備,第三排座椅调节,3列目シート調整,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,● リクライニング調節,-,-,-,-,-,-,-,-,-,-,-,-,● リクライニング調節,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅配置,シート装備,座椅布局,シートレイアウト,-,● 2-2-3,● 2-2-3,● 2-2-3,● 2-3-3,-,● 2-2-3,● 2-2-3,● 2-2-3,● 2-2-3,● 2-2-2-3,● 2-2-3,● 2-3-3,● 2-2-2-3,● 2-2-3,● 2-2-2-3,-,-,● 2-2-3,● 2-2-2-3,● 2-2-3,● 2-2-2-3,● 2-2-3,● 2-2-2-3,-,● 2-2-3,● 2-2-3,● 2-2-2-3,● 2-2-3,● 2-3-3,● 2-2-2-3,● 2-2-3,● 2-2-2-3,● 2-2-3,● 2-2-2-3,● 2-2-3,● 2-2-2-3,-,● 2-2-3,● 2-2-3,● 2-2-3,● 2-3-3,● 2-2-3,-,● 2-2-3,-,● 2-2-3,● 2-2-3,● 2-2-2-3,● 2-2-3,● 2-3-3,● 2-2-2-3,-,● 2-2-2,● 2-2-3,● 2-2-3,● 2-2-2-3,● 2-2-3,● 2-3-3,● 2-2-2-3,● 2-2-3,● 2-2-2-3,● 2-2-3,● 2-2-2-3,-,● 2-2-3,● 2-2-3,● 2-3-3,● 2-2-3,● 2-2-3,● 2-3-3,-,"○ 2-2-2
● 2-2-3",-,"○ 2-2-2
● 2-2-3",● 2-2-3,● 2-2-2-3,● 2-2-3,"● 2-2-2-3
○ 2-3-3",● 2-2-3,● 2-2-2-3,● 2-2-3,● 2-2-2-3,● 2-2-3,● 2-2-2-3,● 2-2-3,● 2-2-2-3,● 2-2-3,● 2-2-3,● 2-2-2,"○ 2-2-2
● 2-2-3",● 2-2-2-3,"○ 2-2-2
● 2-2-3",● 2-2-2-3,● 2-2-3,● 2-2-2-3,● 2-2-3,● 2-2-3,● 2-2-3,● 2-2-2-3,● 2-2-3,● 2-2-3,● 2-2-2-3
座椅配置,シート装備,后排座椅放倒形式,後席シート倒し方式,-,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,-,● 分割倒し,● 一体倒し,● 分割倒し,● 一体倒し,-,● 一体倒し,● 一体倒し,-,● 一体倒し,-,-,-,● 一体倒し,-,● 一体倒し,-,● 一体倒し,-,-,● 分割倒し,● 一体倒し,-,● 一体倒し,● 一体倒し,-,● 一体倒し,-,● 一体倒し,-,● 一体倒し,-,-,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,-,● 分割倒し,-,● 分割倒し,● 一体倒し,-,● 一体倒し,● 一体倒し,-,-,● 一体倒し,● 分割倒し,● 一体倒し,-,● 一体倒し,● 一体倒し,-,● 一体倒し,-,● 一体倒し,-,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,○ 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,-,● 一体倒し,-,● 一体倒し,● 一体倒し,● 一体倒し,● 分割倒し,-,● 分割倒し,● 一体倒し,● 一体倒し,-,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し,● 一体倒し
座椅配置,シート装備,前/后中央扶手,フロント/リヤセンターアームレスト,-,-,-,前 ● / 後 ●,-,-,-,-,-,-,-,-,-,-,前席 ● / 後席,前席 ● / 後席,-,-,前席 ● / 後席,前席 ● / 後席,前席 ● / 後席,前席 ● / 後席,前席 ● / 後席,前席 ● / 後席,-,-,-,-,-,-,-,前席 ● / 後席,前席 ● / 後席,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,-,前 ● / 後 ●,前 ● / 後 ●,-,前 ● / 後 ●,前 ● / 後 ●,-,-,前 ● / 後 ●,-,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●,前 ● / 後 ●
座椅配置,シート装備,后排杯架,後席カップホルダー,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
音响/车内灯光,オーディオ・室内照明,扬声器品牌名称,スピーカーブランド名,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
